Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Technology,San Francisco,United States,Justin Ritter,Logitech,2/9/2021,US-2021-112396,94110,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,Corporate,2/13/2021,Standard Class,California,Accessories,0,39.5868,3,89.97
Technology,San Francisco,United States,Justin Ritter,Maxell,2/9/2021,US-2021-112396,94110,Maxell 4.7GB DVD+RW 3/Pack,West,Corporate,2/13/2021,Standard Class,California,Accessories,0,11.151,2,31.86
Technology,Tulsa,United States,Phillip Breyer,Other,2/11/2021,US-2021-164938,74133,Mediabridge Sport Armband iPhone 5s,Central,Corporate,2/13/2021,First Class,Oklahoma,Phones,0,0.699300000,7,69.93
Office Supplies,Atlanta,United States,John Stevenson,Avery,2/12/2021,US-2021-110492,30318,"Avery Durable Slant Ring Binders, No Labels",South,Consumer,2/14/2021,First Class,Georgia,Binders,0,7.4824,4,15.92
Office Supplies,Atlanta,United States,John Stevenson,Tennsco,2/12/2021,US-2021-110492,30318,Tennsco Double-Tier Lockers,South,Consumer,2/14/2021,First Class,Georgia,Storage,0,175.5156,6,1350.12
Office Supplies,Los Angeles,United States,Ross DeVincentis,Other,2/13/2021,US-2021-112942,90045,Tops Green Bar Computer Printout Paper,West,Home Office,2/18/2021,Standard Class,California,Paper,0,73.41,3,146.82
Furniture,Clinton,United States,Dave Kipp,Other,2/14/2021,US-2021-134334,20735,Regeneration Desk Collection,East,Consumer,2/15/2021,First Class,Maryland,Furnishings,0,4.6464,6,10.56
Furniture,Clinton,United States,Dave Kipp,Bevis,2/14/2021,US-2021-134334,20735,Bevis Boat-Shaped Conference Table,East,Consumer,2/15/2021,First Class,Maryland,Tables,0.3,-47.1798,3,550.431
Office Supplies,Clinton,United States,Dave Kipp,Other,2/14/2021,US-2021-134334,20735,Economy #2 Pencils,East,Consumer,2/15/2021,First Class,Maryland,Art,0,2.0748,3,7.98
Office Supplies,Jackson,United States,Fred McMath,Panasonic,2/14/2021,US-2021-146150,39212,Panasonic KP-150 Electric Pencil Sharpener,South,Consumer,2/19/2021,Standard Class,Mississippi,Art,0,68.6868,7,264.18
Office Supplies,Clinton,United States,Dave Kipp,Wirebound,2/14/2021,US-2021-134334,20735,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",East,Consumer,2/15/2021,First Class,Maryland,Paper,0,2.1465,1,4.77
Office Supplies,New York City,United States,Patrick Gardner,GBC,2/15/2021,US-2021-162859,10009,GBC DocuBind P100 Manual Binding Machine,East,Consumer,2/22/2021,Standard Class,New York,Binders,0.2,124.485,3,398.352
Office Supplies,New York City,United States,Patrick Gardner,Advantus,2/15/2021,US-2021-162859,10009,Advantus Push Pins,East,Consumer,2/22/2021,Standard Class,New York,Fasteners,0,3.5752,4,8.72
Furniture,Belleville,United States,John Dryer,Hon,2/16/2021,US-2021-134138,07109,Hon Comfortask Task/Swivel Chairs,East,Consumer,2/20/2021,Standard Class,New Jersey,Chairs,0,36.4736,2,227.96
Furniture,New York City,United States,Jill Fjeld,Hon,2/16/2021,US-2021-105781,10024,Hon Every-Day Chair Series Swivel Task Chairs,East,Consumer,2/20/2021,Standard Class,New York,Chairs,0.1,39.9234,3,326.646
Furniture,Chicago,United States,Erin Ashbrook,Global,2/16/2021,US-2021-168956,60623,"Global Stack Chair with Arms, Black",Central,Corporate,2/20/2021,Standard Class,Illinois,Chairs,0.3,-2.6982,3,62.958
Furniture,Henderson,United States,Giulietta Weimer,Eldon,2/16/2021,US-2021-108105,42420,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,South,Consumer,2/23/2021,Standard Class,Kentucky,Furnishings,0,34.9888,4,318.08
Office Supplies,Chicago,United States,Erin Ashbrook,Honeywell,2/16/2021,US-2021-168956,60623,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Central,Corporate,2/20/2021,Standard Class,Illinois,Appliances,0.8,-225.5568,6,92.064
Office Supplies,Henderson,United States,Giulietta Weimer,Wilson Jones,2/16/2021,US-2021-108105,42420,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,South,Consumer,2/23/2021,Standard Class,Kentucky,Binders,0,2.61,1,5.8
Office Supplies,Chicago,United States,Erin Ashbrook,Advantus,2/16/2021,US-2021-168956,60623,Advantus Push Pins,Central,Corporate,2/20/2021,Standard Class,Illinois,Fasteners,0.2,1.8312,4,6.976
Office Supplies,Chicago,United States,Erin Ashbrook,Xerox,2/16/2021,US-2021-168956,60623,Xerox 206,Central,Corporate,2/20/2021,Standard Class,Illinois,Paper,0.2,1.8144,1,5.184
Technology,New York City,United States,Jill Fjeld,Logitech,2/16/2021,US-2021-105781,10024,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,East,Consumer,2/20/2021,Standard Class,New York,Accessories,0,39.5868,3,89.97
Furniture,New York City,United States,Greg Tran,Executive Impressions,2/19/2021,US-2021-123274,10035,"Executive Impressions 14"" Contract Wall Clock",East,Consumer,2/24/2021,Standard Class,New York,Furnishings,0,14.6718,2,44.46
Office Supplies,Long Beach,United States,Cyma Kinney,Staple-on labels,2/19/2021,US-2021-101630,11561,Staple-on labels,East,Corporate,2/23/2021,Second Class,New York,Labels,0,4.0749,3,8.67
Office Supplies,San Francisco,United States,Greg Tran,Xerox,2/19/2021,US-2021-106460,94109,Xerox 1880,West,Consumer,2/22/2021,Second Class,California,Paper,0,33.3136,2,70.88
Office Supplies,New York City,United States,Greg Tran,Carina,2/19/2021,US-2021-123274,10035,Carina Double Wide Media Storage Towers in Natural & Black,East,Consumer,2/24/2021,Standard Class,New York,Storage,0,9.717600000,3,242.94
Office Supplies,Long Beach,United States,Cyma Kinney,Acme,2/19/2021,US-2021-101630,11561,Acme Office Executive Series Stainless Steel Trimmers,East,Corporate,2/23/2021,Second Class,New York,Supplies,0,6.6846,3,25.71
Office Supplies,Nashville,United States,Alan Hwang,Other,2/20/2021,US-2021-166485,37211,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",South,Consumer,2/27/2021,Standard Class,Tennessee,Paper,0.2,5.5674,2,16.496
Furniture,Oceanside,United States,Benjamin Venier,Other,2/21/2021,US-2021-168410,11572,9-3/4 Diameter Round Wall Clock,East,Corporate,2/26/2021,Standard Class,New York,Furnishings,0,28.959,5,68.95
Furniture,New York City,United States,Erin Ashbrook,Other,2/21/2021,US-2021-121447,10011,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",East,Corporate,2/22/2021,First Class,New York,Furnishings,0,66.542,7,135.8
Office Supplies,Los Angeles,United States,Matthew Clasen,Wilson Jones,2/21/2021,US-2021-139010,90032,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",West,Corporate,2/26/2021,Second Class,California,Binders,0.2,6.496,4,18.56
Office Supplies,Tampa,United States,Lindsay Castell,Avery,2/21/2021,US-2021-139262,33614,Avery Arch Ring Binders,South,Home Office,2/25/2021,Standard Class,Florida,Binders,0.7,-26.726,2,34.86
Office Supplies,Los Angeles,United States,Matthew Clasen,Avery,2/21/2021,US-2021-139010,90032,Avery Heavy-Duty EZD  Binder With Locking Rings,West,Corporate,2/26/2021,Second Class,California,Binders,0.2,10.9368,7,31.248
Office Supplies,Tampa,United States,Lindsay Castell,Avery,2/21/2021,US-2021-139262,33614,Avery Durable Slant Ring Binders With Label Holder,South,Home Office,2/25/2021,Standard Class,Florida,Binders,0.7,-2.7588,3,3.762
Office Supplies,Oceanside,United States,Benjamin Venier,Other,2/21/2021,US-2021-168410,11572,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",East,Corporate,2/26/2021,Standard Class,New York,Storage,0,80.0199,3,296.37
Office Supplies,Tampa,United States,Lindsay Castell,Standard,2/21/2021,US-2021-139262,33614,Standard Rollaway File with Lock,South,Home Office,2/25/2021,Standard Class,Florida,Storage,0.2,32.4342,3,432.456
Office Supplies,Los Angeles,United States,Matthew Clasen,Fellowes,2/21/2021,US-2021-139010,90032,Fellowes Officeware Wire Shelving,West,Corporate,2/26/2021,Second Class,California,Storage,0,8.983000000,5,449.15
Technology,Los Angeles,United States,Matthew Clasen,SanDisk,2/21/2021,US-2021-139010,90032,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,West,Corporate,2/26/2021,Second Class,California,Accessories,0,0.779400000,1,12.99
Technology,Oceanside,United States,Benjamin Venier,iOttie,2/21/2021,US-2021-168410,11572,iOttie HLCRIO102 Car Mount,East,Corporate,2/26/2021,Standard Class,New York,Phones,0,1.999,2,39.98
Office Supplies,Milwaukee,United States,Paul Van Hugh,Belkin,2/22/2021,US-2021-119025,53209,Belkin 5 Outlet SurgeMaster Power Centers,Central,Home Office,2/28/2021,Standard Class,Wisconsin,Appliances,0,137.2896,9,490.32
Office Supplies,Los Angeles,United States,Tracy Zic,Acco,2/22/2021,US-2021-143280,90045,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",West,Consumer,2/26/2021,Standard Class,California,Fasteners,0,5.0055,3,10.65
Technology,Los Angeles,United States,Tracy Zic,Memorex,2/22/2021,US-2021-143280,90045,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,2/26/2021,Standard Class,California,Accessories,0,15.2208,1,36.24
Technology,Los Angeles,United States,Tracy Zic,AT&T,2/22/2021,US-2021-143280,90045,AT&T 1070 Corded Phone,West,Consumer,2/26/2021,Standard Class,California,Phones,0.2,55.745000000,5,445.96
Office Supplies,Philadelphia,United States,Alyssa Crouse,Other,2/23/2021,US-2021-144400,19120,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",East,Corporate,2/27/2021,Standard Class,Pennsylvania,Envelopes,0.2,21.591,3,57.576
Office Supplies,Newark,United States,Bruce Degenhardt,Staple envelope,2/25/2021,US-2021-165015,43055,Staple envelope,East,Consumer,2/27/2021,Second Class,Ohio,Envelopes,0.2,17.52,5,46.72
Furniture,Houston,United States,Don Weiss,DAX,2/27/2021,US-2021-128706,77070,DAX Two-Tone Silver Metal Document Frame,Central,Consumer,3/2/2021,Standard Class,Texas,Furnishings,0.6,-6.8816,2,16.192
Office Supplies,New York City,United States,Dan Lawera,Other,2/27/2021,US-2021-102456,10011,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,Consumer,3/1/2021,First Class,New York,Appliances,0,49.5552,3,170.88
Office Supplies,La Crosse,United States,Eric Barreto,Other,2/27/2021,US-2021-101448,54601,Flexible Leather- Look Classic Collection Ring Binder,Central,Consumer,3/1/2021,Second Class,Wisconsin,Binders,0,28.41,3,56.82
Office Supplies,Newark,United States,Lena Cacioppo,Newell,2/28/2021,US-2021-111283,43055,Newell 34,East,Consumer,3/4/2021,Standard Class,Ohio,Art,0.2,8.3328,7,111.104
Office Supplies,New York City,United States,Rick Reed,Other,2/28/2021,US-2021-101623,10035,Staples,East,Corporate,3/6/2021,Standard Class,New York,Fasteners,0,18.24,6,36.48
Furniture,Yonkers,United States,Karen Daniels,Chromcraft,3/1/2021,US-2021-143819,10701,Chromcraft Round Conference Tables,East,Consumer,3/5/2021,Standard Class,New York,Tables,0.4,-264.9208,8,836.592
Office Supplies,Yonkers,United States,Karen Daniels,Easy-staple paper,3/1/2021,US-2021-143819,10701,Easy-staple paper,East,Consumer,3/5/2021,Standard Class,New York,Paper,0,12.1348,1,26.38
Office Supplies,Yonkers,United States,Karen Daniels,Other,3/1/2021,US-2021-143819,10701,Adjustable Depth Letter/Legal Cart,East,Consumer,3/5/2021,Standard Class,New York,Storage,0,105.2468,2,362.92
Technology,Yonkers,United States,Karen Daniels,Ativa,3/1/2021,US-2021-143819,10701,Ativa V4110MDD Micro-Cut Shredder,East,Consumer,3/5/2021,Standard Class,New York,Machines,0,2400.9657,7,4899.93
Technology,Denver,United States,Odella Nelson,RCA,3/1/2021,US-2021-151862,80219,RCA ViSYS 25423RE1 Corded phone,West,Corporate,3/8/2021,Standard Class,Colorado,Phones,0.2,13.9986,2,159.984
Furniture,Odessa,United States,Jason Gross,Office Star,3/3/2021,US-2021-116799,79762,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Central,Corporate,3/6/2021,First Class,Texas,Chairs,0.3,-56.343,5,563.43
Furniture,San Francisco,United States,Theresa Swint,Executive Impressions,3/3/2021,US-2021-120005,94110,"Executive Impressions 10"" Spectator Wall Clock",West,Corporate,3/3/2021,Same Day,California,Furnishings,0,11.9952,3,35.28
Furniture,San Antonio,United States,Chris Cortes,Office Impressions,3/3/2021,US-2021-145730,78207,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Central,Consumer,3/8/2021,Standard Class,Texas,Tables,0.3,-127.5792,3,637.896
Office Supplies,Newark,United States,Brosina Hoffman,GBC,3/3/2021,US-2021-112123,19711,GBC ProClick Punch Binding System,East,Consumer,3/8/2021,Standard Class,Delaware,Binders,0,219.4514,7,447.86
Office Supplies,San Antonio,United States,Chris Cortes,Other,3/3/2021,US-2021-145730,78207,"White Envelopes, White Envelopes with Clear Poly Window",Central,Consumer,3/8/2021,Standard Class,Texas,Envelopes,0.2,11.895,3,36.6
Office Supplies,Round Rock,United States,Alex Avila,Acco,3/3/2021,US-2021-103982,78664,"Acco Banker's Clasps, 5 3/4""-Long",Central,Consumer,3/8/2021,Standard Class,Texas,Fasteners,0.2,0.7776,1,2.304
Office Supplies,Odessa,United States,Jason Gross,REDIFORM,3/3/2021,US-2021-116799,79762,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Central,Corporate,3/6/2021,First Class,Texas,Paper,0.2,15.5092,7,42.784
Office Supplies,Newark,United States,Brosina Hoffman,Xerox,3/3/2021,US-2021-112123,19711,Xerox 194,East,Consumer,3/8/2021,Standard Class,Delaware,Paper,0,79.8912,3,166.44
Office Supplies,Round Rock,United States,Alex Avila,Other,3/3/2021,US-2021-103982,78664,High Speed Automatic Electric Letter Opener,Central,Consumer,3/8/2021,Standard Class,Texas,Supplies,0.2,-786.0144,3,3930.072
Office Supplies,San Francisco,United States,Theresa Swint,Other,3/3/2021,US-2021-120005,94110,"Elite 5"" Scissors",West,Corporate,3/3/2021,Same Day,California,Supplies,0,7.605,3,25.35
Technology,Round Rock,United States,Alex Avila,Verbatim,3/3/2021,US-2021-103982,78664,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Central,Consumer,3/8/2021,Standard Class,Texas,Accessories,0.2,5.7365,7,41.72
Technology,San Antonio,United States,Chris Cortes,Canon,3/3/2021,US-2021-145730,78207,Canon PC170 Desktop Personal Copier,Central,Consumer,3/8/2021,Standard Class,Texas,Machines,0.4,33.5895,3,287.91
Technology,Round Rock,United States,Alex Avila,Polycom,3/3/2021,US-2021-103982,78664,Polycom VVX 310 VoIP phone,Central,Consumer,3/8/2021,Standard Class,Texas,Phones,0.2,32.3982,3,431.976
Technology,Newark,United States,Brosina Hoffman,Pyle,3/3/2021,US-2021-112123,19711,Pyle PMP37LED,East,Consumer,3/8/2021,Standard Class,Delaware,Phones,0,129.5865,5,479.95
Technology,Bloomington,United States,Craig Carreira,Plantronics,3/3/2021,US-2021-167759,47401,Plantronics Encore H101 Dual Earpieces Headset,Central,Consumer,3/8/2021,Second Class,Indiana,Phones,0,37.758,3,134.85
Office Supplies,San Diego,United States,Michael Granlund,Berol,3/4/2021,US-2021-154053,92024,Berol Giant Pencil Sharpener,West,Home Office,3/10/2021,Standard Class,California,Art,0,4.9271,1,16.99
Office Supplies,Mishawaka,United States,Rick Duston,Other,3/4/2021,US-2021-164637,46544,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Central,Consumer,3/8/2021,Standard Class,Indiana,Binders,0,64.2,3,128.4
Office Supplies,Miami,United States,Randy Ferguson,Avery,3/4/2021,US-2021-122518,33180,Avery 518,South,Corporate,3/8/2021,Second Class,Florida,Labels,0.2,3.528,4,10.08
Technology,Dover,United States,Eleni McCrary,Logitech,3/4/2021,US-2021-158358,03820,Logitech G602 Wireless Gaming Mouse,East,Corporate,3/8/2021,Standard Class,New Hampshire,Accessories,0,57.5928,2,159.98
Office Supplies,Dallas,United States,Rob Williams,Other,3/5/2021,US-2021-165218,75220,Cameo Buff Policy Envelopes,Central,Corporate,3/11/2021,Standard Class,Texas,Envelopes,0.2,50.4063,3,149.352
Office Supplies,Dallas,United States,Rob Williams,Acco,3/5/2021,US-2021-165218,75220,Acco Perma 4000 Stacking Storage Drawers,Central,Corporate,3/11/2021,Standard Class,Texas,Storage,0.2,-0.812,1,12.992
Furniture,Chicago,United States,Lena Cacioppo,Eldon,3/6/2021,US-2021-110898,60623,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Central,Consumer,3/12/2021,Standard Class,Illinois,Furnishings,0.6,-194.824,5,159.04
Furniture,Chicago,United States,Lena Cacioppo,Bevis,3/6/2021,US-2021-110898,60623,Bevis Rectangular Conference Tables,Central,Consumer,3/12/2021,Standard Class,Illinois,Tables,0.5,-99.2664,2,145.98
Office Supplies,Chicago,United States,Lena Cacioppo,Other,3/6/2021,US-2021-110898,60623,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Central,Consumer,3/12/2021,Standard Class,Illinois,Appliances,0.8,-6.3018,3,2.334
Office Supplies,Philadelphia,United States,Julia Barnett,Avery,3/6/2021,US-2021-155173,19120,Avery Self-Adhesive Photo Pockets for Polaroid Photos,East,Home Office,3/10/2021,Standard Class,Pennsylvania,Binders,0.7,-1.4982,1,2.043
Office Supplies,Chicago,United States,Lena Cacioppo,Other,3/6/2021,US-2021-110898,60623,Peel & Stick Add-On Corner Pockets,Central,Consumer,3/12/2021,Standard Class,Illinois,Binders,0.8,-2.7648,4,1.728
Technology,Philadelphia,United States,Julia Barnett,Grandstream,3/6/2021,US-2021-155173,19120,Grandstream GXP1160 VoIP phone,East,Home Office,3/10/2021,Standard Class,Pennsylvania,Phones,0.4,-12.5103,3,68.238
Technology,Philadelphia,United States,Julia Barnett,Other,3/6/2021,US-2021-155173,19120,Wilson SignalBoost 841262 DB PRO Amplifier Kit,East,Home Office,3/10/2021,Standard Class,Pennsylvania,Phones,0.4,-71.99,2,431.94
Technology,Fort Worth,United States,Ed Braxton,Belkin,3/7/2021,US-2021-137547,76106,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Central,Corporate,3/12/2021,Standard Class,Texas,Phones,0.2,1.5804,3,21.072
Furniture,New York City,United States,Giulietta Baptist,Other,3/8/2021,US-2021-137337,10011,Coloredge Poster Frame,East,Consumer,3/12/2021,Standard Class,New York,Furnishings,0,44.304,8,113.6
Furniture,Miami,United States,Zuschuss Carroll,Deflect-o,3/8/2021,US-2021-169103,33142,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",South,Consumer,3/13/2021,Standard Class,Florida,Furnishings,0.2,-3.838500000,3,102.36
Office Supplies,Jackson,United States,Stephanie Phelps,Honeywell,3/8/2021,US-2021-140172,49201,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Central,Corporate,3/13/2021,Standard Class,Michigan,Appliances,0.1,48.3336,3,207.144
Office Supplies,Jackson,United States,Stephanie Phelps,Prang,3/8/2021,US-2021-140172,49201,Prang Drawing Pencil Set,Central,Corporate,3/13/2021,Standard Class,Michigan,Art,0,3.753,5,13.9
Office Supplies,New York City,United States,Giulietta Baptist,Other,3/8/2021,US-2021-137337,10011,Satellite Sectional Post Binders,East,Consumer,3/12/2021,Standard Class,New York,Binders,0.2,22.5732,2,69.456
Office Supplies,Dallas,United States,Sanjit Jacobs,Pressboard,3/8/2021,US-2021-130400,75217,Pressboard Hanging Data Binders for Unburst Sheets,Central,Home Office,3/12/2021,Standard Class,Texas,Binders,0.8,-14.1696,9,8.856
Office Supplies,Glendale,United States,Patrick Gardner,GBC,3/8/2021,US-2021-106306,85301,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,Consumer,3/8/2021,Same Day,Arizona,Binders,0.7,-7.1148,3,9.702
