Category;City;Country/Region;Customer Name;Manufacturer;Order Date;Order ID;Postal Code;Product Name;Region;Segment;Ship Date;Ship Mode;State;Sub-Category;Discount;Profit;Quantity;Sales
Technology;Wilmington;United States;Steven Cartwright;Other;12.06.2020;CA-2020-103730;19805;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;East;Consumer;15.06.2020;First Class;Delaware;Phones;0;19,7316;7;68,04
Furniture;Houston;United States;Alan Dominguez;Global;26.12.2018;US-2018-152030;77041;Global Deluxe High-Back Manager's Chair;Central;Home Office;28.12.2018;Second Class;Texas;Chairs;0,3;-8,579400000;3;600,558
Furniture;Bloomington;United States;Philip Fox;Bevis;20.09.2018;US-2018-134614;61701;Bevis 44 x 96 Conference Tables;Central;Consumer;25.09.2018;Standard Class;Illinois;Tables;0,5;-407,682;6;617,7
Office Supplies;Phoenix;United States;Troy Staebel;Avery;5.11.2021;US-2021-107272;85023;Avery Durable Slant Ring Binders, No Labels;West;Consumer;12.11.2021;Standard Class;Arizona;Binders;0,7;-1,8308;2;2,388
Office Supplies;Phoenix;United States;Troy Staebel;Other;5.11.2021;US-2021-107272;85023;Trav-L-File Heavy-Duty Shuttle II, Black;West;Consumer;12.11.2021;Standard Class;Arizona;Storage;0,2;30,499;7;243,992
Furniture;Los Angeles;United States;Lindsay Shagiari;Global;6.11.2020;US-2020-125969;90004;Global Task Chair, Black;West;Home Office;10.11.2020;Second Class;California;Chairs;0,2;-9,1602;2;81,424
Furniture;Los Angeles;United States;Lindsay Shagiari;Eldon;6.11.2020;US-2020-125969;90004;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;West;Home Office;10.11.2020;Second Class;California;Furnishings;0;26,2416;3;238,56
Technology;Columbus;United States;Dorothy Wardle;Anker;2.02.2021;US-2021-164147;43229;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;East;Corporate;5.02.2021;First Class;Ohio;Phones;0,4;-11,994;5;59,97
Office Supplies;Columbus;United States;Dorothy Wardle;Xerox;2.02.2021;US-2021-164147;43229;Xerox 1916;East;Corporate;5.02.2021;First Class;Ohio;Paper;0,2;29,364;2;78,304
Office Supplies;Columbus;United States;Dorothy Wardle;Other;2.02.2021;US-2021-164147;43229;Staples;East;Corporate;5.02.2021;First Class;Ohio;Fasteners;0,2;6,9732;9;21,456
Office Supplies;Roseville;United States;Lena Creighton;Xerox;13.10.2020;CA-2020-145583;95661;Xerox 195;West;Consumer;19.10.2020;Standard Class;California;Paper;0;9,6192;3;20,04
Office Supplies;Roseville;United States;Lena Creighton;Xerox;13.10.2020;CA-2020-145583;95661;Xerox 1880;West;Consumer;19.10.2020;Standard Class;California;Paper;0;16,6568;1;35,44
Office Supplies;Roseville;United States;Lena Creighton;Sanford;13.10.2020;CA-2020-145583;95661;Sanford Colorific Colored Pencils, 12/Box;West;Consumer;19.10.2020;Standard Class;California;Art;0;3,456;4;11,52
Office Supplies;Roseville;United States;Lena Creighton;Other;13.10.2020;CA-2020-145583;95661;Ideal Clamps;West;Consumer;19.10.2020;Standard Class;California;Fasteners;0;1,9698;2;4,02
Office Supplies;Roseville;United States;Lena Creighton;GBC;13.10.2020;CA-2020-145583;95661;GBC Wire Binding Strips;West;Consumer;19.10.2020;Standard Class;California;Binders;0,2;26,6616;3;76,176
Office Supplies;Roseville;United States;Lena Creighton;Fiskars;13.10.2020;CA-2020-145583;95661;Fiskars Softgrip Scissors;West;Consumer;19.10.2020;Standard Class;California;Supplies;0;18,4464;6;65,88
Furniture;Roseville;United States;Lena Creighton;Other;13.10.2020;CA-2020-145583;95661;Longer-Life Soft White Bulbs;West;Consumer;19.10.2020;Standard Class;California;Furnishings;0;20,6976;14;43,12
Furniture;Philadelphia;United States;Jonathan Doherty;Howard Miller;5.09.2020;CA-2020-110366;19140;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";East;Corporate;7.09.2020;Second Class;Pennsylvania;Furnishings;0,2;10,35;2;82,8
Office Supplies;San Francisco;United States;Sally Hughsby;Newell;18.09.2021;CA-2021-106180;94122;Newell 343;West;Corporate;23.09.2021;Standard Class;California;Art;0;2,3814;3;8,82
Office Supplies;San Francisco;United States;Sally Hughsby;Other;18.09.2021;CA-2021-106180;94122;Convenience Packs of Business Envelopes;West;Corporate;23.09.2021;Standard Class;California;Envelopes;0;5,1042;3;10,86
Office Supplies;San Francisco;United States;Sally Hughsby;Xerox;18.09.2021;CA-2021-106180;94122;Xerox 1911;West;Corporate;23.09.2021;Standard Class;California;Paper;0;68,976;3;143,7
Office Supplies;Independence;United States;Sandra Glassco;Sanyo;22.12.2021;CA-2021-155376;64055;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;Central;Consumer;27.12.2021;Standard Class;Missouri;Appliances;0;218,2518;3;839,43
Office Supplies;Pasadena;United States;Helen Andreada;SAFCO;7.09.2019;CA-2019-110744;91104;Safco Industrial Wire Shelving;West;Consumer;12.09.2019;Standard Class;California;Storage;0;20,1579;7;671,93
Furniture;Newark;United States;Maureen Gastineau;Seth Thomas;22.10.2018;CA-2018-110072;43055;"Seth Thomas 14"" Putty-Colored Wall Clock";East;Home Office;28.10.2018;Standard Class;Ohio;Furnishings;0,2;12,9096;4;93,888
Technology;Franklin;United States;Justin Ellison;Plantronics;5.12.2020;CA-2020-114489;53132;Plantronics Cordless Phone Headset with In-line Volume - M214C;Central;Corporate;9.12.2020;Standard Class;Wisconsin;Phones;0;103,8015;11;384,45
Technology;Franklin;United States;Justin Ellison;Anker;5.12.2020;CA-2020-114489;53132;Anker Astro 15000mAh USB Portable Charger;Central;Corporate;9.12.2020;Standard Class;Wisconsin;Phones;0;5,998800000;3;149,97
Furniture;Franklin;United States;Justin Ellison;Hon;5.12.2020;CA-2020-114489;53132;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;Central;Corporate;9.12.2020;Standard Class;Wisconsin;Chairs;0;585,552;8;1951,84
Office Supplies;Franklin;United States;Justin Ellison;GBC;5.12.2020;CA-2020-114489;53132;GBC Prestige Therm-A-Bind Covers;Central;Corporate;9.12.2020;Standard Class;Wisconsin;Binders;0;80,6285;5;171,55
Office Supplies;Scottsdale;United States;Tamara Willingham;Belkin;13.03.2020;CA-2020-158834;85254;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;West;Home Office;16.03.2020;First Class;Arizona;Appliances;0,2;17,766;5;157,92
Technology;Scottsdale;United States;Tamara Willingham;Jabra;13.03.2020;CA-2020-158834;85254;Jabra BIZ 2300 Duo QD Duo Corded Headset;West;Home Office;16.03.2020;First Class;Arizona;Phones;0,2;15,2388;2;203,184
Office Supplies;San Jose;United States;Stephanie Phelps;Southworth;31.05.2019;CA-2019-124919;95123;Southworth 25% Cotton Antique Laid Paper & Envelopes;West;Corporate;2.06.2019;First Class;California;Paper;0;26,271;7;58,38
Office Supplies;San Jose;United States;Stephanie Phelps;Xerox;31.05.2019;CA-2019-124919;95123;Xerox 1883;West;Corporate;2.06.2019;First Class;California;Paper;0;48,5392;4;105,52
Office Supplies;San Jose;United States;Stephanie Phelps;Tenex;31.05.2019;CA-2019-124919;95123;Tenex Personal Project File with Scoop Front Design, Black;West;Corporate;2.06.2019;First Class;California;Storage;0;21,0288;6;80,88
Office Supplies;Seattle;United States;Neil Knudson;Newell;28.05.2019;CA-2019-118948;98105;Newell 311;West;Home Office;3.06.2019;Standard Class;Washington;Art;0;1,7901;3;6,63
Furniture;Seattle;United States;Dave Brooks;Global;1.03.2018;CA-2018-104269;98115;Global Deluxe High-Back Manager's Chair;West;Consumer;6.03.2018;Second Class;Washington;Chairs;0,2;51,476400000;2;457,568
Office Supplies;Edmond;United States;Nora Paige;Avery;20.11.2020;CA-2020-114104;73034;Avery 519;Central;Consumer;24.11.2020;Standard Class;Oklahoma;Labels;0;6,8714;2;14,62
Technology;Edmond;United States;Nora Paige;Avaya;20.11.2020;CA-2020-114104;73034;Avaya 5420 Digital phone;Central;Consumer;24.11.2020;Standard Class;Oklahoma;Phones;0;236,2325;7;944,93
Office Supplies;Los Angeles;United States;Ted Trevino;Xerox;11.05.2020;CA-2020-162733;90045;Xerox 1920;West;Consumer;12.05.2020;First Class;California;Paper;0;2,691;1;5,98
Technology;Philadelphia;United States;Eric Murdock;Other;28.12.2019;CA-2019-119697;19134;Lenovo 17-Key USB Numeric Keypad;East;Consumer;31.12.2019;Second Class;Pennsylvania;Accessories;0,2;1,3596;2;54,384
Office Supplies;Carlsbad;United States;Ruben Dartt;Staple envelope;16.11.2020;CA-2020-154508;88220;Staple envelope;West;Consumer;20.11.2020;Standard Class;New Mexico;Envelopes;0;13,348;5;28,4
Office Supplies;Seattle;United States;Max Jones;Wilson Jones;7.11.2020;CA-2020-113817;98115;Wilson Jones International Size A4 Ring Binders;West;Consumer;11.11.2020;Standard Class;Washington;Binders;0,2;9,688;2;27,68
Office Supplies;San Antonio;United States;Becky Martin;BIC;8.09.2018;CA-2018-139892;78207;BIC Brite Liner Highlighters;Central;Consumer;12.09.2018;Standard Class;Texas;Art;0,2;2,7324;3;9,936
Technology;San Antonio;United States;Becky Martin;Other;8.09.2018;CA-2018-139892;78207;Lexmark MX611dhe Monochrome Laser Printer;Central;Consumer;12.09.2018;Standard Class;Texas;Machines;0,4;-1359,992;8;8159,952
Office Supplies;San Antonio;United States;Becky Martin;Space Solutions;8.09.2018;CA-2018-139892;78207;Space Solutions HD Industrial Steel Shelving.;Central;Consumer;12.09.2018;Standard Class;Texas;Storage;0,2;-58,6347;3;275,928
Furniture;San Antonio;United States;Becky Martin;SAFCO;8.09.2018;CA-2018-139892;78207;SAFCO Arco Folding Chair;Central;Consumer;12.09.2018;Standard Class;Texas;Chairs;0,3;-24,858000000;9;1740,06
Office Supplies;San Antonio;United States;Becky Martin;Sanford;8.09.2018;CA-2018-139892;78207;Sanford Liquid Accent Highlighters;Central;Consumer;12.09.2018;Standard Class;Texas;Art;0,2;6,8136;6;32,064
Office Supplies;San Antonio;United States;Becky Martin;Kensington;8.09.2018;CA-2018-139892;78207;Kensington 7 Outlet MasterPiece Power Center;Central;Consumer;12.09.2018;Standard Class;Texas;Appliances;0,8;-453,849;5;177,98
Technology;San Antonio;United States;Becky Martin;Other;8.09.2018;CA-2018-139892;78207;JBL Micro Wireless Portable Bluetooth Speaker;Central;Consumer;12.09.2018;Standard Class;Texas;Phones;0,2;8,998500000;3;143,976
Office Supplies;Los Angeles;United States;Chad Sievert;Adams;5.08.2018;CA-2018-118962;90004;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;West;Consumer;9.08.2018;Standard Class;California;Paper;0;9,8418;3;20,94
Office Supplies;Los Angeles;United States;Chad Sievert;Xerox;5.08.2018;CA-2018-118962;90004;Xerox 1913;West;Consumer;9.08.2018;Standard Class;California;Paper;0;53,2608;2;110,96
Furniture;Los Angeles;United States;Chad Sievert;Global;5.08.2018;CA-2018-118962;90004;Global Value Steno Chair, Gray;West;Consumer;9.08.2018;Standard Class;California;Chairs;0,2;21,259;7;340,144
Office Supplies;Chicago;United States;Jennifer Braxton;Kensington;14.09.2018;US-2018-100853;60623;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;Central;Corporate;19.09.2018;Standard Class;Illinois;Appliances;0,8;-131,12;2;52,448
Office Supplies;Chicago;United States;Jennifer Braxton;Avery;14.09.2018;US-2018-100853;60623;Avery 51;Central;Corporate;19.09.2018;Standard Class;Illinois;Labels;0,2;6,552;4;20,16
Office Supplies;Houston;United States;Shirley Jackson;Acco;21.04.2021;US-2021-152366;77036;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;Central;Consumer;25.04.2021;Second Class;Texas;Appliances;0,8;-243,16;4;97,264
Furniture;Newark;United States;Joel Eaton;Other;21.11.2019;US-2019-101511;43055;Padded Folding Chairs, Black, 4/Carton;East;Consumer;23.11.2019;Second Class;Ohio;Chairs;0,3;-11,337200000;7;396,802
Office Supplies;Newark;United States;Joel Eaton;Acme;21.11.2019;US-2019-101511;43055;Acme Rosewood Handle Letter Opener;East;Consumer;23.11.2019;Second Class;Ohio;Supplies;0,2;-3,7715;5;15,88
Office Supplies;New York City;United States;Jim Kriz;Sanford;15.12.2019;CA-2019-137225;10009;Sanford Colorific Eraseable Coloring Pencils, 12 Count;East;Home Office;19.12.2019;Standard Class;New York;Art;0;1,4104;1;3,28
Office Supplies;Decatur;United States;David Kendrick;Tenex;5.12.2018;CA-2018-166191;62521;Tenex File Box, Personal Filing Tote with Lid, Black;Central;Corporate;9.12.2018;Second Class;Illinois;Storage;0,2;1,8612;2;24,816
Technology;Decatur;United States;David Kendrick;Imation;5.12.2018;CA-2018-166191;62521;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";Central;Corporate;9.12.2018;Second Class;Illinois;Accessories;0,2;76,6395;7;408,744
Technology;Monroe;United States;Robert Marley;AT&T;19.11.2018;CA-2018-158274;71203;AT&T TR1909W;South;Home Office;24.11.2018;Second Class;Louisiana;Phones;0;131,0296;4;503,96
Technology;Monroe;United States;Robert Marley;Nokia;19.11.2018;CA-2018-158274;71203;Nokia Lumia 521 (T-Mobile);South;Home Office;24.11.2018;Second Class;Louisiana;Phones;0;41,986;5;149,95
Technology;Monroe;United States;Robert Marley;HP;19.11.2018;CA-2018-158274;71203;HP Standard 104 key PS/2 Keyboard;South;Home Office;24.11.2018;Second Class;Louisiana;Accessories;0;7,25;2;29
Office Supplies;Fairfield;United States;Sally Knutson;Avery;28.11.2020;CA-2020-105018;06824;Avery Poly Binder Pockets;East;Consumer;2.12.2020;Standard Class;Connecticut;Binders;0;3,4368;2;7,16
Technology;Los Angeles;United States;Frank Merwin;SanDisk;26.08.2018;CA-2018-123260;90032;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;West;Home Office;30.08.2018;Standard Class;California;Accessories;0;22,984;8;176,8
Office Supplies;Grand Prairie;United States;Alice McCarthy;Other;16.07.2020;CA-2020-157000;75051;Personal Filing Tote with Lid, Black/Gray;Central;Corporate;22.07.2020;Standard Class;Texas;Storage;0,2;3,7224;3;37,224
Office Supplies;Grand Prairie;United States;Alice McCarthy;Southworth;16.07.2020;CA-2020-157000;75051;Southworth 25% Cotton Antique Laid Paper & Envelopes;Central;Corporate;22.07.2020;Standard Class;Texas;Paper;0,2;6,255;3;20,016
Furniture;New York City;United States;Mark Packer;Atlantic;12.10.2019;CA-2019-102281;10035;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;East;Home Office;14.10.2019;First Class;New York;Bookcases;0,2;112,392;4;899,136
Technology;New York City;United States;Mark Packer;Other;12.10.2019;CA-2019-102281;10035;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;East;Home Office;14.10.2019;First Class;New York;Phones;0;20,0928;6;71,76
Office Supplies;New York City;United States;Mark Packer;Xerox;12.10.2019;CA-2019-102281;10035;Xerox 205;East;Home Office;14.10.2019;First Class;New York;Paper;0;24,8832;8;51,84
Furniture;New York City;United States;Mark Packer;Atlantic;12.10.2019;CA-2019-102281;10035;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;East;Home Office;14.10.2019;First Class;New York;Bookcases;0,2;46,9764;3;626,352
Office Supplies;New York City;United States;Mark Packer;Other;12.10.2019;CA-2019-102281;10035;4009 Highlighters by Sanford;East;Home Office;14.10.2019;First Class;New York;Art;0;6,567;5;19,9
Office Supplies;Redlands;United States;Mary Zewe;Poly;31.10.2019;CA-2019-131457;92374;Poly String Tie Envelopes;West;Corporate;6.11.2019;Standard Class;California;Envelopes;0;6,7116;7;14,28
Office Supplies;Hamilton;United States;Cassandra Brandow;Binney & Smith;21.03.2018;CA-2018-140004;45011;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;East;Consumer;25.03.2018;Standard Class;Ohio;Art;0,2;1,2038;2;7,408
Office Supplies;Hamilton;United States;Cassandra Brandow;Binney & Smith;21.03.2018;CA-2018-140004;45011;Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;East;Consumer;25.03.2018;Standard Class;Ohio;Art;0,2;1,5876;3;6,048
Office Supplies;Westfield;United States;Valerie Mitchum;Decoflex;6.11.2021;CA-2021-107720;07090;Decoflex Hanging Personal Folder File;East;Home Office;13.11.2021;Standard Class;New Jersey;Storage;0;12,0276;3;46,26
Office Supplies;Philadelphia;United States;Fred Hopkins;Pressboard;6.07.2021;US-2021-124303;19120;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";East;Corporate;13.07.2021;Standard Class;Pennsylvania;Binders;0,7;-2,2586;2;2,946
Office Supplies;Philadelphia;United States;Fred Hopkins;Wirebound;6.07.2021;US-2021-124303;19120;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;East;Corporate;13.07.2021;Standard Class;Pennsylvania;Paper;0,2;5,8203;3;16,056
Office Supplies;Akron;United States;Maria Bertelson;Southworth;24.06.2021;CA-2021-105074;44312;Southworth 25% Cotton Linen-Finish Paper & Envelopes;East;Consumer;29.06.2021;Standard Class;Ohio;Paper;0,2;6,795;3;21,744
Furniture;Denver;United States;Bruce Stewart;Other;3.08.2018;CA-2018-133690;80219;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;West;Consumer;5.08.2018;First Class;Colorado;Tables;0,5;-161,875;2;218,75
Office Supplies;Denver;United States;Bruce Stewart;Other;3.08.2018;CA-2018-133690;80219;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;West;Consumer;5.08.2018;First Class;Colorado;Appliances;0,2;0,2925;1;2,6
Office Supplies;Dallas;United States;Logan Currie;Eureka;17.12.2021;US-2021-116701;75220;Eureka Sanitaire  Commercial Upright;Central;Consumer;21.12.2021;Second Class;Texas;Appliances;0,8;-178,9668;2;66,284
Furniture;Franklin;United States;Heather Kirkland;Eldon;3.06.2021;CA-2021-126382;37064;Eldon 200 Class Desk Accessories, Burgundy;South;Corporate;7.06.2021;Standard Class;Tennessee;Furnishings;0,2;9,6712;7;35,168
Technology;Whittier;United States;Laurel Elliston;Nortel;9.12.2021;CA-2021-108329;90604;Nortel Business Series Terminal T7208 Digital phone;West;Consumer;14.12.2021;Standard Class;California;Phones;0,2;44,4768;4;444,768
Office Supplies;Saginaw;United States;Joseph Holt;Tennsco;1.12.2021;CA-2021-135860;48601;Tennsco Lockers, Gray;Central;Consumer;7.12.2021;Standard Class;Michigan;Storage;0;5,874400000;4;83,92
Technology;Saginaw;United States;Joseph Holt;Panasonic;1.12.2021;CA-2021-135860;48601;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;Central;Consumer;7.12.2021;Standard Class;Michigan;Phones;0;35,6346;2;131,98
Office Supplies;Saginaw;United States;Joseph Holt;Avery;1.12.2021;CA-2021-135860;48601;Avery Durable Slant Ring Binders, No Labels;Central;Consumer;7.12.2021;Standard Class;Michigan;Binders;0;7,4824;4;15,92
Office Supplies;Saginaw;United States;Joseph Holt;Advantus;1.12.2021;CA-2021-135860;48601;Advantus Push Pins, Aluminum Head;Central;Consumer;7.12.2021;Standard Class;Michigan;Fasteners;0;16,2099;9;52,29
Office Supplies;Saginaw;United States;Joseph Holt;Gould Plastics;1.12.2021;CA-2021-135860;48601;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;Central;Consumer;7.12.2021;Standard Class;Michigan;Storage;0;3,679600000;1;91,99
Technology;Dallas;United States;Michael Stewart;Memorex;9.02.2019;CA-2019-101007;75220;Memorex Micro Travel Drive 8 GB;Central;Corporate;13.02.2019;Second Class;Texas;Accessories;0,2;6,5;2;20,8
Office Supplies;Medina;United States;Victoria Wilson;Avery;2.01.2019;CA-2019-146262;44256;Avery 505;East;Corporate;9.01.2019;Standard Class;Ohio;Labels;0,2;8,88;2;23,68
Furniture;Medina;United States;Victoria Wilson;O'Sullivan;2.01.2019;CA-2019-146262;44256;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;East;Corporate;9.01.2019;Standard Class;Ohio;Bookcases;0,5;-244,323;5;452,45
